date,Show_name,Show_theatre,This_Week_Gross,Difference,Average_ticket,Top_ticket,Seats_Sold,Seats_in_theater,Perfs,Previews,%cap,diff_cap,date_type,show_type
2019-11-17,Freestyle Love Supreme,Booth Theatre,"$720,234.50","$18,633.00",$133.48,$297.00,"5,396",765,8,0,88.17%,-2.83%,pre,Special
2019-11-17,Frozen,St. James Theatre,"$958,448.80","-$124,196.60",$80.16,$252.50,"11,956","1,684",8,0,88.75%,-6.82%,pre,Musical
2019-11-17,Hadestown,Walter Kerr Theatre,"$1,313,225.00","-$147,991.00",$179.11,$499.00,"7,332",918,8,0,99.84%,-1.58%,pre,Musical
2019-11-17,Hamilton,Richard Rodgers Theatre,"$2,765,850.00","-$322,956.00",$257.72,$847.00,"10,732","1,324",8,0,101.32%,-0.27%,pre,Musical
2019-11-17,Harry Potter and the Cursed Child,Lyric Theatre,"$941,249.00","-$207,881.50",$72.54,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2019-11-17,Jagged Little Pill,Broadhurst Theatre,"$1,000,046.10","-$107,799.20",$113.14,$397.00,"8,839","1,125",0,8,98.21%,2.99%,pre,Musical
2019-11-17,Kristin Chenoweth: For The Girls,Nederlander Theatre,"$969,894.00",$0.00,$101.20,$473.00,"9,584","1,198",8,0,100.00%,0.00%,pre,Special
2019-11-17,Mean Girls,August Wilson Theatre,"$782,779.10","-$191,312.85",$94.50,$249.50,"8,283","1,225",8,0,84.52%,-11.82%,pre,Musical
2019-11-17,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$2,155,181.50","-$63,132.00",$205.96,$499.00,"10,464","1,302",8,0,100.46%,-0.36%,pre,Musical
2019-11-17,Oklahoma!,Circle in the Square Theatre,"$379,069.10","-$119,396.90",$93.14,$249.50,"4,070",651,8,0,78.15%,-13.96%,pre,Musical
2019-11-17,Slava's Snowshow,Stephen Sondheim Theatre,"$279,547.00",$0.00,$41.05,$225.00,"6,810","1,055",5,3,80.69%,0.00%,pre,Special
2019-11-17,Slave Play,John Golden Theatre,"$404,901.00","-$62,820.00",$76.64,$247.00,"5,283",793,8,0,83.28%,-6.19%,pre,Play
2019-11-17,The Book of Mormon,Eugene O'Neill Theatre,"$1,033,721.15","-$63,824.55",$125.56,$477.50,"8,233","1,047",8,0,98.29%,-3.18%,pre,Musical
2019-11-17,The Great Society,Vivian Beaumont Theater,"$380,018.50","$4,834.50",$75.12,$225.00,"5,059","1,060",8,0,59.66%,1.31%,pre,Play
2019-11-17,The Height of the Storm,Samuel J. Friedman Theatre,"$251,375.50","-$41,601.50",$67.94,$279.00,"3,700",643,8,0,71.93%,-2.27%,pre,Play
2019-11-17,The Inheritance,Ethel Barrymore Theatre,"$510,025.50","-$228,892.00",$71.53,$347.00,"7,130","1,048",2,6,85.04%,4.61%,pre,Play
2019-11-17,The Lightning Thief: The Percy Jackson Musical,Longacre Theatre,"$255,063.58","-$81,117.42",$63.17,$197.00,"4,038","1,073",8,0,47.04%,-10.96%,pre,Musical
2019-11-17,The Lion King,Minskoff Theatre,"$1,655,921.00","-$265,388.00",$132.36,$252.00,"12,511","1,696",8,0,92.21%,-4.72%,pre,Musical
2019-11-17,The Phantom of the Opera,Majestic Theatre,"$768,232.90","-$184,291.14",$85.14,$213.00,"9,023","1,605",8,0,70.27%,-13.30%,pre,Musical
2019-11-17,The Rose Tattoo,American Airlines Theatre,"$507,190.40","-$2,064.60",$94.15,$297.00,"5,387",721,8,0,93.39%,0.05%,pre,Play
2019-11-17,The Sound Inside,Studio 54,"$524,606.50","-$64,832.60",$100.29,$275.00,"5,231",998,8,0,65.52%,-7.63%,pre,Play
2019-11-17,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$1,497,521.00","$165,096.00",$125.83,$297.00,"11,901","1,478",8,0,100.65%,0.35%,pre,Musical
2019-11-17,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,824,941.30","-$101,534.96",$158.57,$497.00,"11,509","1,435",8,0,100.25%,-0.80%,pre,Play
2019-11-17,Tootsie,Marquis Theatre,"$726,701.70","-$217,063.10",$83.48,$247.00,"8,705","1,602",8,0,67.92%,-10.28%,pre,Musical
2019-11-17,Waitress,Brooks Atkinson Theatre,"$657,773.70","-$98,924.80",$91.15,$297.00,"7,216","1,045",8,0,86.32%,-7.99%,pre,Musical
2019-11-17,Wicked,Gershwin Theatre,"$1,324,358.50","-$287,661.00",$110.37,$240.00,"11,999","1,807",8,0,83.00%,-14.50%,pre,Musical
2019-11-10,A Christmas Carol,Lyceum Theatre,"$106,450.00",$0.00,$64.48,$297.00,"1,651",848,0,3,64.90%,0.00%,pre,Play
2019-11-10,Ain't Too Proud—The Life and Times of the Temptations,Imperial Theatre,"$1,519,667.88","$147,024.78",$140.42,$323.00,"10,822","1,424",8,0,95.00%,-1.88%,pre,Musical
2019-11-10,Aladdin,New Amsterdam Theatre,"$1,245,179.50","-$14,904.80",$93.64,$227.50,"13,297","1,727",8,0,96.24%,-0.60%,pre,Musical
2019-11-10,Beetlejuice,Winter Garden Theatre,"$1,212,734.50","$137,027.98",$104.83,$323.00,"11,569","1,493",8,0,96.86%,0.44%,pre,Musical
2019-11-10,Betrayal,Bernard B. Jacobs Theatre,"$697,428.70","$86,632.34",$101.71,$248.00,"6,857","1,036",8,0,82.73%,5.05%,pre,Play
2019-11-10,Chicago,Ambassador Theatre,"$661,265.80","$62,167.20",$84.93,$197.00,"7,786","1,080",8,0,90.12%,7.45%,pre,Musical
2019-11-10,Come From Away,Gerald Schoenfeld Theatre,"$1,065,019.00","$136,304.00",$124.64,$297.00,"8,545","1,046",8,0,102.12%,1.18%,pre,Musical
2019-11-10,David Byrne's American Utopia,Hudson Theatre,"$965,418.00","$90,340.00",$168.04,$329.00,"5,745",961,6,0,99.64%,0.30%,pre,Special
2019-11-10,Dear Evan Hansen,Music Box Theatre,"$1,088,986.55","$108,889.68",$136.43,$297.00,"7,982",984,8,0,101.40%,0.19%,pre,Musical
2019-11-10,Derren Brown: Secret,Cort Theatre,"$394,295.00","$62,566.50",$78.58,$297.00,"5,018","1,016",7,0,70.56%,0.64%,pre,Special
2019-11-10,Freestyle Love Supreme,Booth Theatre,"$701,601.50","$68,251.00",$125.98,$297.00,"5,569",765,8,0,91.00%,3.11%,pre,Special
2019-11-10,Frozen,St. James Theatre,"$1,082,645.40","$112,755.40",$84.09,$252.50,"12,875","1,684",8,0,95.57%,0.58%,pre,Musical
2019-11-10,Hadestown,Walter Kerr Theatre,"$1,461,216.00","$242,006.50",$196.19,$499.00,"7,448",918,8,0,101.42%,0.62%,pre,Musical
2019-11-10,Hamilton,Richard Rodgers Theatre,"$3,088,806.00","$680,685.00",$287.06,$847.00,"10,760","1,324",8,0,101.59%,0.25%,pre,Musical
2019-11-10,Harry Potter and the Cursed Child,Lyric Theatre,"$1,149,130.50","$184,221.00",$88.56,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2019-11-10,Jagged Little Pill,Broadhurst Theatre,"$1,107,845.30","$916,058.30",$129.27,$397.00,"8,570","1,125",0,8,95.22%,-1.35%,pre,Musical
2019-11-10,Linda Vista,Helen Hayes Theater,"$308,367.86","$56,133.54",$77.46,$199.00,"3,981",585,8,0,85.06%,17.65%,pre,Play
2019-11-10,Mean Girls,August Wilson Theatre,"$974,091.95","$205,201.60",$103.18,$249.50,"9,441","1,225",8,0,96.34%,9.85%,pre,Musical
2019-11-10,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$2,218,313.50","$37,414.00",$211.25,$499.00,"10,501","1,302",8,0,100.82%,0.03%,pre,Musical
2019-11-10,Oklahoma!,Circle in the Square Theatre,"$498,466.00","$107,811.50",$103.91,$249.50,"4,797",651,8,0,92.11%,8.28%,pre,Musical
2019-11-10,Slave Play,John Golden Theatre,"$467,721.00","$6,047.50",$82.40,$247.00,"5,676",793,8,0,89.47%,1.77%,pre,Play
2019-11-10,The Book of Mormon,Eugene O'Neill Theatre,"$1,097,545.70","$83,798.45",$129.14,$477.50,"8,499","1,047",8,0,101.47%,3.08%,pre,Musical
2019-11-10,The Great Society,Vivian Beaumont Theater,"$375,184.00","$5,533.50",$75.83,$225.00,"4,948","1,060",8,0,58.35%,4.43%,pre,Play
2019-11-10,The Height of the Storm,Samuel J. Friedman Theatre,"$292,977.00","$11,949.00",$76.76,$279.00,"3,817",643,8,0,74.20%,6.78%,pre,Play
2019-11-10,The Inheritance,Ethel Barrymore Theatre,"$738,917.50","$193,007.36",$109.58,$347.00,"6,743","1,048",0,8,80.43%,12.31%,pre,Play
2019-11-10,The Lightning Thief: The Percy Jackson Musical,Longacre Theatre,"$336,181.00","$132,339.00",$67.52,$197.00,"4,979","1,073",8,0,58.00%,17.69%,pre,Musical
2019-11-10,The Lion King,Minskoff Theatre,"$1,921,309.00","-$46,990.00",$146.10,$225.00,"13,151","1,696",8,0,96.93%,0.28%,pre,Musical
2019-11-10,The Phantom of the Opera,Majestic Theatre,"$952,524.04","$130,150.44",$88.76,$213.00,"10,731","1,605",8,0,83.57%,8.50%,pre,Musical
2019-11-10,The Rose Tattoo,American Airlines Theatre,"$509,255.00","$14,754.00",$94.59,$297.00,"5,384",721,8,0,93.34%,0.95%,pre,Play
2019-11-10,The Sound Inside,Studio 54,"$589,439.10","$75,010.60",$100.93,$275.00,"5,840",998,8,0,73.15%,6.37%,pre,Play
2019-11-10,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$1,332,425.00","-$131,197.00",$112.35,$273.00,"11,860","1,478",4,4,100.30%,0.30%,pre,Musical
2019-11-10,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,926,476.26","-$319,421.74",$166.08,$497.00,"11,600","1,435",8,0,101.05%,-0.64%,pre,Play
2019-11-10,Tootsie,Marquis Theatre,"$943,764.80","$226,229.20",$94.17,$247.00,"10,022","1,602",8,0,78.20%,4.32%,pre,Musical
2019-11-10,Waitress,Brooks Atkinson Theatre,"$756,698.50","$192,123.90",$95.98,$297.00,"7,884","1,045",8,0,94.31%,16.62%,pre,Musical
2019-11-10,Wicked,Gershwin Theatre,"$1,612,019.50","$170,396.00",$114.37,$240.00,"14,095","1,807",8,0,97.50%,4.18%,pre,Musical
2019-11-03,Ain't Too Proud—The Life and Times of the Temptations,Imperial Theatre,"$1,372,643.10","-$158,167.06",$124.38,$297.00,"11,036","1,424",8,0,96.88%,-0.40%,pre,Musical
2019-11-03,Aladdin,New Amsterdam Theatre,"$1,260,084.30","$17,352.30",$94.18,$227.50,"13,380","1,727",8,0,96.84%,1.12%,pre,Musical
2019-11-03,Beetlejuice,Winter Garden Theatre,"$1,075,706.52","-$3,971.98",$93.41,$248.00,"11,516","1,493",8,0,96.42%,2.20%,pre,Musical
2019-11-03,Betrayal,Bernard B. Jacobs Theatre,"$610,796.36","-$67,652.34",$94.87,$248.00,"6,438","1,036",8,0,77.68%,0.47%,pre,Play
2019-11-03,Chicago,Ambassador Theatre,"$599,098.60","-$68,625.30",$83.87,$197.00,"7,143","1,080",8,0,82.67%,-8.28%,pre,Musical
2019-11-03,Come From Away,Gerald Schoenfeld Theatre,"$928,715.00","-$72,078.40",$109.95,$297.00,"8,447","1,046",8,0,100.94%,-0.95%,pre,Musical
2019-11-03,David Byrne's American Utopia,Hudson Theatre,"$875,078.00","-$35,527.76",$152.77,$329.00,"5,728",961,6,0,99.34%,-0.28%,pre,Special
2019-11-03,Dear Evan Hansen,Music Box Theatre,"$980,096.87","-$91,397.50",$123.02,$297.00,"7,967",984,8,0,101.21%,-0.05%,pre,Musical
2019-11-03,Derren Brown: Secret,Cort Theatre,"$331,728.50","-$8,919.50",$66.71,$297.00,"4,973","1,016",7,0,69.92%,7.53%,pre,Special
2019-11-03,Freestyle Love Supreme,Booth Theatre,"$633,350.50","-$52,227.50",$117.75,$297.00,"5,379",765,8,0,87.89%,-0.80%,pre,Special
2019-11-03,Frozen,St. James Theatre,"$969,890.00","$21,321.90",$75.79,$252.50,"12,797","1,684",8,0,94.99%,4.08%,pre,Musical
2019-11-03,Hadestown,Walter Kerr Theatre,"$1,219,209.50","-$176,644.00",$164.69,$399.00,"7,403",918,8,0,100.80%,-0.56%,pre,Musical
2019-11-03,Hamilton,Richard Rodgers Theatre,"$2,408,121.00","-$557,703.00",$224.35,$847.00,"10,734","1,324",8,0,101.34%,-0.18%,pre,Musical
2019-11-03,Harry Potter and the Cursed Child,Lyric Theatre,"$964,909.50","-$36,870.50",$74.36,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2019-11-03,Jagged Little Pill,Broadhurst Theatre,"$191,787.00",$0.00,$174.83,$397.00,"1,097","1,136",0,1,96.57%,0.00%,pre,Musical
2019-11-03,Linda Vista,Helen Hayes Theater,"$252,234.32","$12,035.90",$80.02,$199.00,"3,152",585,8,0,67.41%,1.38%,pre,Play
2019-11-03,Mean Girls,August Wilson Theatre,"$768,890.35","-$21,652.40",$90.71,$249.50,"8,476","1,225",8,0,86.49%,-3.94%,pre,Musical
2019-11-03,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$2,180,899.50","-$17,047.50",$207.74,$499.00,"10,498","1,302",8,0,100.79%,0.04%,pre,Musical
2019-11-03,Oklahoma!,Circle in the Square Theatre,"$390,654.50","-$79,310.56",$89.48,$249.50,"4,366",651,8,0,83.83%,0.04%,pre,Musical
2019-11-03,Slave Play,John Golden Theatre,"$461,673.50","-$10,096.00",$82.98,$247.00,"5,564",793,8,0,87.70%,1.49%,pre,Play
2019-11-03,The Book of Mormon,Eugene O'Neill Theatre,"$1,013,747.25","-$60,083.65",$123.01,$477.50,"8,241","1,047",8,0,98.39%,-2.57%,pre,Musical
2019-11-03,The Great Society,Vivian Beaumont Theater,"$369,650.50","-$34,494.50",$80.85,$225.00,"4,572","1,060",8,0,53.92%,-6.19%,pre,Play
2019-11-03,The Height of the Storm,Samuel J. Friedman Theatre,"$281,028.00","-$54,417.00",$81.03,$279.00,"3,468",643,8,0,67.42%,-5.27%,pre,Play
2019-11-03,The Inheritance,Ethel Barrymore Theatre,"$545,910.14","-$56,108.86",$109.25,$347.00,"4,997","1,048",0,7,68.12%,-5.18%,pre,Play
2019-11-03,The Lightning Thief: The Percy Jackson Musical,Longacre Theatre,"$203,842.00","$30,722.00",$58.91,$197.00,"3,460","1,073",8,0,40.31%,1.07%,pre,Musical
2019-11-03,The Lion King,Minskoff Theatre,"$1,968,299.00","-$30,796.00",$150.10,$250.00,"13,113","1,696",8,0,96.65%,1.40%,pre,Musical
2019-11-03,The Phantom of the Opera,Majestic Theatre,"$822,373.60","-$58,809.02",$85.32,$213.00,"9,639","1,605",8,0,75.07%,-3.82%,pre,Musical
2019-11-03,The Rose Tattoo,American Airlines Theatre,"$494,501.00","$6,471.20",$92.79,$297.00,"5,329",721,8,0,92.39%,0.14%,pre,Play
2019-11-03,The Sound Inside,Studio 54,"$514,428.50","-$30,269.50",$96.48,$275.00,"5,332",998,8,0,66.78%,-4.74%,pre,Play
2019-11-03,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$1,463,622.00","$92,613.00",$123.78,$275.00,"11,824","1,478",0,8,100.00%,0.00%,pre,Musical
2019-11-03,To Kill A Mockingbird,Sam S. Shubert Theatre,"$2,245,898.00","$28,496.84",$192.38,$748.00,"11,674","1,435",8,0,101.69%,-0.04%,pre,Play
2019-11-03,Tootsie,Marquis Theatre,"$717,535.60","-$148,738.20",$75.78,$247.00,"9,469","1,602",8,0,73.88%,2.78%,pre,Musical
2019-11-03,Waitress,Brooks Atkinson Theatre,"$564,574.60","-$76,407.10",$86.92,$297.00,"6,495","1,045",8,0,77.69%,-7.53%,pre,Musical
2019-11-03,Wicked,Gershwin Theatre,"$1,441,623.50","-$44,561.00",$106.87,$240.00,"13,490","1,807",8,0,93.32%,-2.30%,pre,Musical
2019-10-27,Ain't Too Proud—The Life and Times of the Temptations,Imperial Theatre,"$1,530,810.16","-$16,602.58",$138.13,$297.00,"11,082","1,424",8,0,97.28%,0.69%,pre,Musical
2019-10-27,Aladdin,New Amsterdam Theatre,"$1,242,732.00","-$102,239.10",$93.97,$215.50,"13,225","1,727",8,0,95.72%,-2.86%,pre,Musical
2019-10-27,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$1,209,465.40","$159,129.40",$146.46,$247.00,"8,258","1,026",8,0,100.61%,2.10%,pre,Musical
2019-10-27,Beetlejuice,Winter Garden Theatre,"$1,079,678.50","-$24,653.00",$95.94,$248.00,"11,254","1,493",8,0,94.22%,-3.99%,pre,Musical
2019-10-27,Betrayal,Bernard B. Jacobs Theatre,"$678,448.70","-$44,582.80",$106.02,$248.00,"6,399","1,036",8,0,77.21%,-4.94%,pre,Play
2019-10-27,Chicago,Ambassador Theatre,"$667,723.90","-$41,000.90",$84.97,$197.00,"7,858","1,080",8,0,90.95%,-2.06%,pre,Musical
2019-10-27,Come From Away,Gerald Schoenfeld Theatre,"$1,000,793.40","-$26,169.90",$117.38,$297.00,"8,526","1,046",8,0,101.89%,0.01%,pre,Musical
2019-10-27,David Byrne's American Utopia,Hudson Theatre,"$910,605.76","$292,485.50",$158.53,$329.00,"5,744",961,6,0,99.62%,0.04%,pre,Special
2019-10-27,Dear Evan Hansen,Music Box Theatre,"$1,071,494.37","-$34,045.98",$134.42,$297.00,"7,971",984,8,0,101.26%,-0.33%,pre,Musical
2019-10-27,Derren Brown: Secret,Cort Theatre,"$340,648.00","-$12,759.34",$76.77,$297.00,"4,437","1,016",7,0,62.39%,0.00%,pre,Special
2019-10-27,Freestyle Love Supreme,Booth Theatre,"$685,578.00","-$82,660.50",$126.30,$297.00,"5,428",765,8,0,88.69%,-4.02%,pre,Special
2019-10-27,Frozen,St. James Theatre,"$948,568.10","-$127,846.60",$77.45,$252.50,"12,247","1,684",8,0,90.91%,-6.52%,pre,Musical
2019-10-27,Hadestown,Walter Kerr Theatre,"$1,395,853.50","-$37,420.50",$187.51,$399.00,"7,444",918,8,0,101.36%,0.16%,pre,Musical
2019-10-27,Hamilton,Richard Rodgers Theatre,"$2,965,824.00","$177,186.00",$275.81,$847.00,"10,753","1,324",8,0,101.52%,0.16%,pre,Musical
2019-10-27,Harry Potter and the Cursed Child,Lyric Theatre,"$1,001,780.00","-$36,371.50",$77.20,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2019-10-27,Linda Vista,Helen Hayes Theater,"$240,198.42","$35,574.29",$77.73,$199.00,"3,090",585,8,0,66.03%,-30.15%,pre,Play
2019-10-27,Mean Girls,August Wilson Theatre,"$790,542.75","-$150,092.50",$89.21,$249.50,"8,862","1,225",8,0,90.43%,-5.15%,pre,Musical
2019-10-27,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$2,197,947.00","-$40,940.50",$209.45,$549.00,"10,494","1,302",8,0,100.75%,-0.08%,pre,Musical
2019-10-27,Oklahoma!,Circle in the Square Theatre,"$469,965.06","-$3,309.94",$107.69,$249.50,"4,364",651,8,0,83.79%,-4.69%,pre,Musical
2019-10-27,Slave Play,John Golden Theatre,"$471,769.50","-$18,901.50",$86.26,$247.00,"5,469",793,8,0,86.21%,-4.25%,pre,Play
2019-10-27,The Book of Mormon,Eugene O'Neill Theatre,"$1,073,830.90","-$59,740.30",$126.99,$477.50,"8,456","1,047",8,0,100.96%,-1.64%,pre,Musical
2019-10-27,The Great Society,Vivian Beaumont Theater,"$404,145.00","-$1,645.50",$79.29,$225.00,"5,097","1,060",8,0,60.11%,3.68%,pre,Play
2019-10-27,The Height of the Storm,Samuel J. Friedman Theatre,"$335,445.00",$147.00,$89.72,$279.00,"3,739",643,8,0,72.69%,-1.77%,pre,Play
2019-10-27,The Inheritance,Ethel Barrymore Theatre,"$602,019.00","$133,869.50",$111.96,$347.00,"5,377","1,048",0,7,73.30%,6.67%,pre,Play
2019-10-27,The Lightning Thief: The Percy Jackson Musical,Longacre Theatre,"$173,120.00","-$68,621.80",$51.40,$197.00,"3,368","1,073",8,0,39.24%,-12.89%,pre,Musical
2019-10-27,The Lion King,Minskoff Theatre,"$1,999,095.00","-$134,628.00",$154.68,$347.00,"12,924","1,696",8,0,95.25%,-2.84%,pre,Musical
2019-10-27,The Phantom of the Opera,Majestic Theatre,"$881,182.62","-$107,897.82",$86.99,$213.00,"10,130","1,605",8,0,78.89%,-8.33%,pre,Musical
2019-10-27,The Rose Tattoo,American Airlines Theatre,"$488,029.80","$86,214.60",$91.72,$297.00,"5,321",721,8,0,92.25%,-5.55%,pre,Play
2019-10-27,The Sound Inside,Studio 54,"$544,698.00","$54,788.50",$95.39,$275.00,"5,710",998,8,0,71.52%,-9.09%,pre,Play
2019-10-27,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$1,371,009.00","-$15,351.00",$132.52,$273.00,"10,346","1,478",0,7,100.00%,0.00%,pre,Musical
2019-10-27,To Kill A Mockingbird,Sam S. Shubert Theatre,"$2,217,401.16","$22,062.84",$189.86,$748.00,"11,679","1,435",8,0,101.73%,0.01%,pre,Play
2019-10-27,Tootsie,Marquis Theatre,"$866,273.80","-$151,782.50",$95.07,$247.00,"9,112","1,602",8,0,71.10%,-10.28%,pre,Musical
2019-10-27,Waitress,Brooks Atkinson Theatre,"$640,981.70","-$91,252.10",$89.97,$297.00,"7,124","1,045",8,0,85.22%,-7.39%,pre,Musical
2019-10-27,Wicked,Gershwin Theatre,"$1,486,184.50","-$191,682.50",$107.52,$240.00,"13,823","1,807",8,0,95.62%,-3.31%,pre,Musical
2019-10-20,Ain't Too Proud—The Life and Times of the Temptations,Imperial Theatre,"$1,547,412.74","-$38,406.34",$140.62,$297.00,"11,004","1,424",8,0,96.59%,-3.17%,pre,Musical
2019-10-20,Aladdin,New Amsterdam Theatre,"$1,344,971.10","-$64,767.00",$98.75,$227.50,"13,620","1,727",8,0,98.58%,-0.79%,pre,Musical
2019-10-20,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$1,050,336.00","-$11,170.50",$129.90,$247.00,"8,086","1,026",8,0,98.51%,-2.11%,pre,Musical
2019-10-20,Beetlejuice,Winter Garden Theatre,"$1,104,331.50","-$144,713.20",$94.15,$223.00,"11,730","1,493",8,0,98.21%,-2.64%,pre,Musical
2019-10-20,Betrayal,Bernard B. Jacobs Theatre,"$723,031.50","-$7,961.70",$106.19,$248.00,"6,809","1,036",8,0,82.15%,-2.03%,pre,Play
2019-10-20,Chicago,Ambassador Theatre,"$708,724.80","-$62,031.98",$88.19,$197.00,"8,036","1,080",8,0,93.01%,-4.61%,pre,Musical
2019-10-20,Come From Away,Gerald Schoenfeld Theatre,"$1,026,963.30","-$50,698.70",$120.46,$297.00,"8,525","1,046",8,0,101.88%,-0.20%,pre,Musical
2019-10-20,David Byrne's American Utopia,Hudson Theatre,"$618,120.26","-$135,588.49",$109.48,$329.00,"5,646",945,1,5,99.58%,5.56%,pre,Special
2019-10-20,Dear Evan Hansen,Music Box Theatre,"$1,105,540.35","-$49,350.20",$138.24,$297.00,"7,997",984,8,0,101.59%,0.01%,pre,Musical
2019-10-20,Derren Brown: Secret,Cort Theatre,"$353,407.34","$9,390.84",$79.65,$297.00,"4,437","1,016",7,0,62.39%,-6.56%,pre,Special
2019-10-20,Freestyle Love Supreme,Booth Theatre,"$768,238.50","$2,587.90",$135.40,$297.00,"5,674",765,8,0,92.71%,4.36%,pre,Special
2019-10-20,Frozen,St. James Theatre,"$1,076,414.70","-$64,353.40",$82.01,$252.50,"13,126","1,684",8,0,97.43%,-1.38%,pre,Musical
2019-10-20,Hadestown,Walter Kerr Theatre,"$1,433,274.00","-$90,037.00",$192.85,$399.00,"7,432",918,8,0,101.20%,-0.22%,pre,Musical
2019-10-20,Hamilton,Richard Rodgers Theatre,"$2,788,638.00","-$302,354.00",$259.75,$847.00,"10,736","1,324",8,0,101.36%,-0.15%,pre,Musical
2019-10-20,Harry Potter and the Cursed Child,Lyric Theatre,"$1,038,151.50","-$215,178.50",$80.01,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2019-10-20,Linda Vista,Helen Hayes Theater,"$204,624.13","$36,526.98",$45.46,$199.00,"4,501",585,8,0,96.18%,8.23%,pre,Play
2019-10-20,Mean Girls,August Wilson Theatre,"$940,635.25","-$127,020.05",$100.42,$249.50,"9,367","1,225",8,0,95.58%,-4.09%,pre,Musical
2019-10-20,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$2,238,887.50","$35,279.00",$213.19,$549.00,"10,502","1,302",8,0,100.83%,0.02%,pre,Musical
2019-10-20,Oklahoma!,Circle in the Square Theatre,"$473,275.00","-$16,901.10",$102.71,$249.50,"4,608",651,8,0,88.48%,-5.13%,pre,Musical
2019-10-20,Slave Play,John Golden Theatre,"$490,671.00","$9,457.00",$85.50,$225.00,"5,739",793,8,0,90.46%,-2.70%,pre,Play
2019-10-20,The Book of Mormon,Eugene O'Neill Theatre,"$1,133,571.20","-$49,751.35",$131.90,$477.50,"8,594","1,047",8,0,102.60%,-0.77%,pre,Musical
2019-10-20,The Great Society,Vivian Beaumont Theater,"$405,790.50","$11,463.50",$84.80,$225.00,"4,785","1,060",8,0,56.43%,-5.40%,pre,Play
2019-10-20,The Height of the Storm,Samuel J. Friedman Theatre,"$335,298.00","$11,519.00",$87.55,$279.00,"3,830",643,8,0,74.46%,-2.48%,pre,Play
2019-10-20,The Inheritance,Ethel Barrymore Theatre,"$468,149.50","$113,702.00",$111.73,$347.00,"4,190","1,048",0,6,66.63%,-8.28%,pre,Play
2019-10-20,The Lightning Thief: The Percy Jackson Musical,Longacre Theatre,"$241,741.80","-$83,699.70",$54.02,$197.00,"4,475","1,073",7,1,52.13%,-15.65%,pre,Musical
2019-10-20,The Lion King,Minskoff Theatre,"$2,133,723.00","-$108,727.00",$160.32,$237.00,"13,309","1,696",8,0,98.09%,-0.55%,pre,Musical
2019-10-20,The Phantom of the Opera,Majestic Theatre,"$989,080.44","-$165,357.96",$88.32,$213.00,"11,199","1,605",8,0,87.22%,-10.05%,pre,Musical
2019-10-20,The Rose Tattoo,American Airlines Theatre,"$401,815.20","-$70,774.80",$81.41,$297.00,"4,936",721,7,0,97.80%,0.59%,pre,Play
